DISTRESS.1 DISTRESS.2 BLACK NBHISP GRADE SLFHLTH SLFWGHT WORKHARD GOODQUAL PHYSFIT PROUD LIKESLF ACCEPTED FEELLOVD DIET 
0.11 0.25 0 1  9 2 3 1 1 2 2 2 1 1 0
0.05 0.11 0 0 11 2 4 1 1 4 1 1 2 1 0
0.74 0.60 0 0  7 2 3 1 1 2 1 1 3 1 0
1.74 0.26 0 0  8 3 4 1 1 2 1 2 1 1 1
0.47 0.84 0 0 11 2 3 3 2 2 2 2 2 1 0
0.26 0.16 0 1 10 2 4 1 1 3 1 1 2 1 1
0.84 1.27 0 0  9 2 1 3 2 2 2 2 1 2 0
0.58 0.93 0 1 10 2 4 4 2 1 2 1 2 2 0
0.42 0.57 1 0  9 2 4 2 2 2 2 2 2 2 0
0.79 0.57 0 0 10 2 4 2 1 1 2 3 1 1 0
1.21 0.02 1 0 11 3 3 3 2 3 2 2 4 3 1
0.89 0.86 0 0 11 4 5 4 1 3 2 2 3 2 1
1.37 1.43 0 0  8 3 4 2 2 2 1 2 2 1 0
0.47 0.55 1 0 11 4 4 4 2 4 2 3 2 1 0
0.37 0.88 1 0  7 2 3 3 1 3 2 1 2 1 0
0.42 0.65 0 1 10 2 3 1 2 2 1 1 2 1 0
0.68 1.95 0 0  9 3 3 2 2 3 1 2 3 1 0
0.63 0.72 0 0  8 1 2 1 1 1 1 1 1 1 0
0.32 0.12 1 0  7 3 3 3 3 3 2 2 3 2 0
0.74 1.38 0 1 10 1 4 3 2 1 2 2 2 3 1
0.21 0.51 0 0  8 1 4 1 2 1 1 2 2 1 0
1.11 0.58 0 0  7 1 4 2 1 2 1 2 2 2 0
0.26 0.45 0 0 11 2 4 2 2 2 2 2 1 1 1
0.21 0.34 1 0  7 3 4 2 1 3 1 1 2 1 0
1.00 0.66 0 0 10 3 4 2 2 3 2 3 4 2 0
0.95 0.92 0 0  8 2 3 3 1 2 1 1 2 2 0
0.89 1.75 0 0  9 4 3 3 5 5 5 4 4 4 0
0.42 0.44 0 0 10 2 4 2 2 4 3 4 2 2 1
0.26 0.47 1 0 11 1 3 2 2 2 2 1 2 2 0
0.26 0.34 1 0 10 2 3 2 2 2 1 2 2 2 1
0.21 0.25 0 1  9 2 5 1 3 3 2 3 2 2 1
1.74 1.86 0 1 10 3 3 3 2 3 2 1 1 1 0
1.47 0.67 0 0  7 2 4 2 2 3 2 2 3 2 0
0.37 0.11 0 1 10 1 3 2 2 2 1 2 3 2 0
0.68 0.12 0 0  7 3 3 1 2 2 2 2 2 2 0
0.16 0.11 0 0  9 1 3 1 2 1 2 1 2 1 0
0.42 0.60 0 0 10 2 4 1 2 3 2 2 2 2 1
0.58 1.62 1 0  8 3 4 4 4 3 4 4 4 4 1
1.42 0.84 0 0  8 3 3 2 2 1 2 1 3 2 0
0.74 0.55 1 0 11 2 3 2 2 2 2 2 1 1 0
0.79 2.06 0 1  7 2 4 2 2 2 2 2 2 2 0
0.16 0.32 0 1 10 2 3 1 1 1 1 1 1 2 0
0.63 1.05 0 0 11 4 4 2 2 4 2 3 2 2 0
0.26 0.60 0 1 10 2 3 2 1 2 2 1 4 3 0
0.84 0.95 0 1  7 3 3 2 2 4 2 3 2 2 0
0.32 0.13 0 0 10 2 3 2 2 1 1 1 1 1 0
0.84 1.28 0 1  9 3 3 3 3 2 2 2 2 3 0
0.58 0.42 1 0 11 3 3 2 1 2 1 2 1 1 0
0.84 1.55 0 1 10 3 3 2 2 2 2 2 2 2 0
0.21 0.24 0 1 11 4 4 2 2 3 1 1 2 1 1
0.32 0.63 0 1  9 3 4 1 2 2 2 3 2 1 0
0.95 0.92 0 0 10 3 4 3 2 2 1 1 2 2 0
0.37 0.03 0 0  9 3 3 2 1 2 1 1 3 2 0
1.47 1.38 0 0 11 3 5 4 3 3 2 3 3 2 1
1.11 0.77 1 0 10 2 3 2 2 2 2 1 2 3 0
0.95 0.62 0 0 10 4 4 2 3 4 2 3 2 2 0
0.79 0.88 0 1 11 2 3 2 2 2 1 2 1 2 1
0.89 0.77 0 0  9 4 4 1 1 2 1 2 2 1 1
0.95 0.53 1 0  7 2 4 2 1 2 1 2 2 2 0
0.26 0.23 0 0 11 2 3 2 2 2 2 1 1 1 1
0.53 0.80 0 0 11 2 3 4 1 2 2 1 2 2 0
0.16 0.13 1 0  7 2 3 2 2 2 1 2 2 1 0
0.16 0.24 0 0  9 3 3 1 2 2 2 4 1 2 0
0.00 0.07 0 0  9 2 3 1 1 1 1 1 1 1 0
0.05 0.31 0 0  8 1 3 3 3 1 2 2 1 2 0
0.47 0.25 1 0  7 2 4 2 1 2 1 1 1 2 0
1.26 1.51 0 0 10 1 3 2 2 2 2 4 2 2 0
0.74 0.81 0 0 10 4 5 4 1 2 1 3 2 1 0
0.63 0.62 0 1 10 1 3 2 2 1 2 3 1 2 0
1.21 1.13 0 0 10 2 3 2 2 2 1 2 1 1 0
0.42 1.08 0 0 10 4 3 2 3 4 3 4 4 3 0
0.53 0.70 0 0 11 1 3 2 2 2 2 2 2 1 0
0.63 0.54 1 0 10 3 4 1 1 2 2 4 1 1 1
0.32 0.34 0 0  8 3 3 4 3 3 3 2 3 3 0
0.47 0.01 0 0  9 2 3 4 2 3 2 3 3 2 0
1.16 1.10 1 0  9 3 3 2 2 2 3 3 3 2 0
0.47 0.79 0 0 10 1 3 1 2 1 1 1 2 1 0
0.68 0.77 0 0 10 1 3 2 1 2 2 4 2 2 1
0.21 0.40 0 0 11 3 2 5 2 2 3 3 3 2 0
0.79 0.46 0 0  7 1 3 2 1 1 1 1 3 1 0
0.32 0.13 0 0 10 2 3 2 1 1 1 2 1 1 0
0.84 0.97 0 1  9 3 3 3 2 2 2 2 3 3 0
0.53 0.37 0 0  9 2 3 2 2 1 1 1 2 1 0
0.63 1.05 0 0  8 3 3 4 2 1 1 2 2 2 0
0.53 0.60 0 0  8 2 2 3 1 2 1 3 4 1 0
0.26 0.09 0 1 10 2 3 2 1 3 2 2 3 2 0
1.11 1.88 0 0 11 1 3 1 2 1 2 4 2 2 0
0.95 0.65 1 0 10 3 3 2 2 3 2 2 3 2 0
0.63 0.61 1 0  7 2 3 2 1 2 1 1 1 1 0
1.84 1.61 0 0 10 3 4 3 2 3 3 3 2 3 0
0.16 0.15 0 0 10 2 3 1 1 1 1 1 1 1 1
1.42 1.85 1 0  9 2 4 3 2 3 2 4 2 2 1
0.47 0.49 0 1 11 1 4 3 2 2 2 2 2 1 0
0.63 0.38 0 0 10 2 3 3 2 1 2 3 3 2 0
0.74 0.45 0 0 11 1 2 1 1 1 2 1 1 1 0
0.74 0.81 0 1  8 2 3 2 2 2 2 2 2 2 0
0.63 0.52 0 1 11 3 3 2 3 3 3 4 2 2 0
0.68 1.67 0 0  8 3 4 5 2 3 2 4 4 3 0
0.26 0.38 0 0 10 1 3 3 2 2 1 1 2 2 0
0.74 0.92 0 0  9 3 3 2 2 2 2 4 2 2 0
0.00 0.01 1 0  7 1 4 1 1 1 1 1 1 1 1
0.32 0.58 0 0 10 2 4 1 2 2 1 2 1 1 0
0.21 0.23 0 0  8 1 3 4 1 2 1 4 2 1 0
1.42 0.35 1 0 11 1 4 3 2 3 2 2 2 3 0
0.68 0.21 0 0 11 2 3 2 2 2 1 1 2 1 0
1.00 0.83 1 0  8 4 4 2 2 3 2 3 4 3 1
0.58 0.16 0 0 11 1 3 4 2 2 1 3 2 2 0
0.42 0.22 0 0  7 3 3 3 2 2 1 1 3 3 0
0.42 0.36 1 0 11 3 4 1 2 2 1 1 3 2 0
0.79 0.65 0 1 10 2 4 2 2 3 1 2 2 1 1
1.11 0.08 0 0  7 2 5 4 2 4 3 2 4 2 1
0.95 0.33 0 0  7 3 3 2 2 2 2 2 1 1 0
0.53 0.39 0 0  8 4 5 2 2 4 2 4 3 2 1
0.37 0.60 0 1 10 2 3 2 3 3 3 2 2 2 0
0.16 0.24 0 0  9 2 3 2 2 2 2 1 2 2 0
0.00 0.31 1 0 10 1 4 2 1 2 1 1 1 1 0
0.74 0.09 0 0  8 2 4 3 2 4 2 1 2 2 0
0.95 1.04 0 0  8 3 2 2 2 4 2 2 4 2 0
0.00 0.02 0 1  7 1 3 1 1 1 1 1 1 1 0
0.32 0.88 1 0  8 3 3 1 1 1 1 2 1 1 0
0.74 0.56 0 0 10 2 3 2 2 2 2 2 2 3 0
1.68 1.58 0 1  9 3 3 2 2 2 2 2 3 3 1
0.42 0.60 0 1 10 2 4 1 2 3 2 2 3 2 0
0.42 0.60 0 1  9 2 4 2 1 1 1 1 2 1 1
0.32 0.06 0 0 11 3 3 1 1 2 1 1 2 2 0
0.42 0.23 1 0  9 3 4 2 2 3 2 2 1 1 0
0.63 0.71 1 0 10 4 3 2 2 3 1 2 1 1 0
0.47 0.20 1 0 11 3 3 2 1 1 1 1 2 1 0
0.47 0.74 0 0  9 2 4 2 2 4 2 2 4 3 0
1.05 0.40 0 0 10 4 4 2 2 3 2 2 2 2 0
0.89 0.56 1 0  9 3 3 1 2 2 2 1 3 2 0
0.95 1.24 0 0  8 2 2 3 3 2 1 2 3 2 0
0.05 0.22 0 1  9 1 3 1 1 1 1 1 1 1 0
1.74 0.62 0 0 10 2 5 1 2 2 2 2 4 2 0
1.21 1.59 0 1 11 3 3 3 3 2 3 4 3 4 0
0.58 0.63 0 1 11 3 3 3 1 1 1 3 1 1 1
1.00 1.64 1 0  9 2 5 2 2 2 1 2 3 2 1
0.68 0.91 0 0 11 3 4 2 2 2 1 2 3 1 0
0.26 0.35 1 0 11 3 3 3 1 2 1 1 2 2 0
0.00 0.00 0 0 11 2 3 1 1 1 1 1 1 1 0
0.79 0.33 0 1 11 3 3 3 2 3 2 3 5 3 0
0.63 0.81 0 0 10 3 3 4 2 2 2 3 2 3 0
0.58 0.07 1 0  9 4 5 3 2 3 2 2 3 2 0
0.37 0.32 1 0 10 1 3 3 2 3 2 2 2 2 0
0.32 0.49 0 1  8 2 4 2 2 3 2 2 2 1 0
0.47 1.09 1 0  9 2 2 2 2 2 1 1 2 2 0
1.00 0.81 0 1 11 2 3 2 2 2 2 2 2 2 0
0.26 0.01 0 1  7 3 3 5 3 3 3 3 4 3 0
0.06 0.01 0 1  9 2 4 3 3 2 1 1 2 1 1
0.89 1.90 1 0 11 2 3 2 2 2 2 2 1 2 0
0.05 0.11 0 1 10 1 2 1 1 1 1 2 1 1 0
0.42 0.13 0 0  9 2 2 2 2 1 2 2 1 1 1
0.21 0.18 1 0  8 2 3 1 2 2 2 2 2 2 0
1.37 1.29 0 0  9 3 4 1 3 3 2 3 2 2 0
0.11 0.15 0 0  8 1 4 2 1 1 1 1 1 1 1
0.89 1.06 0 1  9 4 2 2 3 2 3 3 4 2 0
0.11 0.63 0 0  8 3 3 1 2 2 2 2 2 2 0
1.16 1.41 0 0  8 3 5 3 3 4 4 4 5 3 1
1.16 1.49 1 0 11 1 4 1 3 3 2 2 2 2 1
0.42 0.41 0 0  8 3 2 5 2 2 2 2 2 3 0
0.26 0.65 0 0  7 2 3 2 1 1 1 1 1 1 0
0.53 0.55 0 0  7 3 4 1 2 2 2 3 1 2 0
1.47 1.24 0 0  8 3 2 5 1 1 1 3 2 2 0
0.89 0.55 0 0  9 3 4 2 2 1 2 4 1 1 0
0.74 0.39 1 0  7 1 3 2 2 2 2 1 4 1 1
1.16 0.71 0 0  9 3 3 2 3 3 3 4 3 3 0
0.95 1.28 1 0 11 4 4 2 2 4 2 2 2 1 0
0.26 0.24 0 0  9 3 3 2 2 2 1 1 1 1 0
0.84 1.05 0 0 11 2 3 2 2 2 2 3 3 1 0
0.74 0.14 0 0  7 1 3 2 2 1 2 4 2 2 0
0.26 0.34 1 0  8 2 3 2 1 2 1 1 2 1 0
0.42 0.27 0 0  7 1 5 2 2 1 2 2 2 2 0
0.26 0.21 1 0  9 1 3 1 1 1 1 1 1 1 0
1.32 2.06 1 0 10 2 4 2 2 3 2 4 3 2 0
0.42 0.53 0 0  8 1 3 1 1 2 1 2 1 1 0
0.74 0.21 0 1  9 3 3 1 1 2 2 2 2 2 1
0.58 0.04 0 0 11 3 4 1 2 2 2 2 2 2 1
0.11 0.00 0 0 10 3 4 2 1 1 1 2 1 1 0
0.63 0.55 0 0 10 2 4 2 2 2 1 1 2 2 1
0.26 0.17 0 1  8 3 2 3 2 2 2 2 2 2 0
0.37 0.26 0 0 10 2 3 2 2 2 1 1 1 1 0
0.32 0.63 0 0  9 2 4 2 1 3 1 1 1 1 0
1.11 0.70 1 0 10 2 3 2 2 2 1 1 2 2 0
0.47 0.01 0 1 10 2 3 1 1 1 1 1 1 1 0
0.53 0.23 0 0 10 1 4 1 1 2 1 1 2 2 0
0.79 0.32 0 1  7 3 4 2 2 2 2 2 2 2 0
0.53 0.94 1 0 11 1 3 2 2 1 1 1 1 3 0
0.11 0.31 0 0  9 1 4 3 2 2 4 3 3 2 1
0.21 0.21 0 0 10 1 2 2 2 1 1 2 1 1 0
0.42 0.67 0 0 10 2 4 2 1 1 2 3 1 2 1
1.00 1.07 0 0  7 2 3 1 2 2 1 1 1 1 0
1.05 0.31 0 1 10 2 5 2 2 3 2 3 4 3 1
0.47 0.38 0 1 11 1 2 2 1 2 1 2 1 1 0
1.42 1.10 1 0  9 4 4 4 3 3 2 3 2 1 0
1.05 0.80 0 1  7 2 3 2 2 2 2 3 3 4 0
0.42 0.18 1 0  8 1 3 1 2 2 2 2 2 1 1
0.95 0.49 1 0  8 2 2 3 2 4 2 2 2 2 0
0.00 0.06 0 0 11 1 2 2 1 1 1 1 1 1 0
0.11 0.11 0 0 10 1 4 2 3 2 2 2 2 2 0
0.11 0.61 0 0  7 3 3 4 2 3 3 2 3 3 0
0.63 0.94 0 0  8 2 4 3 2 2 2 3 2 1 0
0.37 0.46 0 0  9 2 3 2 3 3 2 4 4 3 0
0.42 1.06 1 0  8 2 3 1 2 3 2 4 2 1 0
0.63 0.77 0 0 10 3 2 2 2 2 1 2 2 2 1
1.32 0.49 1 0 11 4 4 2 1 3 2 4 3 3 1
0.00 0.30 0 0  9 2 2 1 1 2 1 1 1 1 0
1.26 0.85 1 0  9 3 4 2 1 1 1 3 2 2 1
0.26 0.14 1 0 11 2 3 3 1 1 1 1 1 2 0
0.95 1.06 1 0  9 1 3 3 1 1 1 1 1 1 0
0.21 0.34 0 1 10 2 3 2 2 2 2 1 1 1 0
0.84 1.29 0 0 10 4 5 3 2 2 2 3 2 1 0
1.16 0.91 0 1  7 3 2 2 2 3 2 2 2 2 0
0.16 0.82 1 0  9 2 3 2 1 2 2 1 3 2 0
0.53 0.21 0 0  9 3 5 2 1 3 1 1 2 2 0
0.32 0.07 0 0 11 2 3 2 3 4 3 2 1 2 0
1.16 0.86 0 1 10 2 3 1 2 1 1 1 1 1 0
0.58 0.35 0 1 10 1 2 2 2 2 2 2 1 1 0
0.16 0.15 0 0  8 2 1 1 1 1 1 1 1 1 0
0.21 0.33 1 0  9 2 1 2 2 2 1 1 2 1 0
1.11 0.59 0 0  7 4 4 2 2 2 1 2 2 1 1
0.32 0.44 0 1  8 3 4 2 1 5 1 2 3 2 0
0.21 0.17 0 0 11 1 2 4 2 2 2 2 1 2 0
0.37 0.78 0 0  8 2 5 1 2 3 2 2 2 1 1
0.79 1.05 0 0 11 2 3 3 2 2 3 3 4 3 0
0.00 0.05 0 0  9 1 2 1 1 1 1 1 1 1 0
0.32 0.42 0 0  8 1 3 5 2 2 1 2 1 1 0
0.26 0.14 0 0  7 3 3 2 2 2 1 2 2 2 0
0.68 0.12 1 0 10 3 2 3 2 2 3 3 2 2 0
1.84 0.88 0 0 10 3 3 2 3 3 4 4 4 4 0
0.84 0.80 0 0  8 3 4 4 2 3 2 2 2 2 1
0.84 0.97 1 0 11 2 2 1 1 1 1 1 1 1 0
0.16 0.26 0 0 10 2 4 2 1 3 1 2 1 4 1
0.74 0.52 0 1  8 3 4 2 2 2 2 2 2 2 1
1.32 0.76 0 1 10 3 3 3 2 2 2 3 2 1 0
1.16 1.39 0 0  9 5 5 2 2 4 2 3 3 1 0
2.11 1.36 1 0 10 3 3 1 2 3 3 3 4 2 0
0.58 1.16 1 0 11 2 4 5 1 1 2 2 2 1 0
0.53 0.33 0 0 11 2 4 2 2 3 1 2 2 2 1
0.74 0.80 0 1 11 2 4 3 2 3 2 2 2 2 0
0.21 0.44 1 0 10 5 4 2 1 3 1 3 1 1 1
1.26 1.16 0 1  8 3 3 3 4 3 2 4 4 3 0
1.53 1.46 1 0 11 3 3 1 1 2 1 2 2 2 1
0.79 0.75 0 0 10 3 3 5 2 2 2 4 3 2 0
0.37 0.24 0 0  8 1 2 3 1 1 2 1 3 2 0
0.11 0.37 0 0 10 2 3 2 2 1 1 2 2 1 0
1.21 2.15 1 0 11 3 3 3 2 4 2 2 3 1 0
0.16 0.42 0 0  9 2 2 2 2 2 1 1 2 1 0
1.00 1.81 0 0  9 1 3 1 2 2 1 1 2 1 0
0.42 0.34 1 0 11 2 2 1 2 2 2 2 2 1 0
0.32 0.25 0 0  7 2 4 1 1 1 1 3 1 1 1
0.42 0.67 0 0  8 2 4 2 2 2 2 4 2 2 1
0.84 0.51 1 0  7 3 4 1 2 2 2 2 2 2 0
0.26 0.00 0 1  7 1 3 2 1 2 2 3 2 2 1
0.42 0.19 0 0 11 2 4 1 2 2 1 2 2 2 0
0.21 0.18 0 0 11 2 4 2 1 2 1 1 3 1 0
0.32 0.36 0 0 10 3 3 2 2 3 3 2 4 2 0
0.68 0.74 0 0  9 2 1 3 1 2 1 2 2 1 0
1.21 0.53 0 0  9 1 3 3 2 2 2 1 2 1 1
0.21 0.34 1 0  9 1 3 3 3 2 2 3 3 2 0
0.58 0.17 0 0  7 4 4 1 2 3 2 3 3 1 0
1.05 0.75 1 0 10 2 3 1 2 5 2 2 4 2 0
0.37 0.70 0 0 10 1 3 1 2 2 2 1 3 2 0
0.16 0.13 0 0 10 2 3 2 2 3 2 2 3 2 0
0.42 0.98 0 0 10 2 3 1 2 4 2 4 3 2 0
1.11 0.63 0 0 11 2 3 2 2 3 2 2 2 2 1
1.42 0.38 0 0 11 3 3 2 2 2 2 4 2 2 0
1.16 1.23 1 0  8 3 3 4 1 3 2 3 2 2 0
0.16 0.79 1 0  9 1 3 1 2 2 3 2 3 3 0
0.21 0.10 0 1  9 1 3 1 2 1 1 1 3 3 0
0.26 0.49 0 0  9 4 3 3 2 2 2 4 1 2 0
0.58 0.33 1 0  8 3 4 3 1 3 1 1 2 1 0
0.00 0.03 0 0  7 3 2 1 2 1 1 1 1 1 0
0.42 0.42 0 1 10 2 2 2 2 2 2 2 1 2 0
0.05 0.32 0 0  9 2 4 1 2 3 2 3 2 3 0
0.11 0.86 0 0 10 2 3 5 2 2 2 3 4 3 0
0.68 1.18 0 0 10 3 4 1 3 3 3 5 3 3 1
0.00 0.02 0 0 10 1 4 3 1 2 1 1 1 1 0
0.63 0.81 0 0  7 2 4 2 1 1 1 1 2 1 1
0.58 0.43 1 0 10 2 4 2 1 1 1 2 2 2 0
0.84 0.48 0 1 11 3 4 2 2 3 2 2 2 1 1
1.16 1.43 0 0  8 4 3 2 3 4 4 4 4 3 0
0.63 0.18 0 0 11 3 5 1 2 4 2 5 2 2 0
0.53 0.93 0 0  9 2 3 2 2 2 1 1 2 2 0
0.53 0.75 0 0  9 2 4 2 3 3 3 4 4 3 0
0.00 0.10 0 1  9 1 2 2 1 1 1 2 1 1 0
1.32 0.90 0 0 10 3 5 2 1 2 1 2 2 2 0
0.74 0.81 0 0 10 1 3 1 2 2 2 3 4 4 0
0.89 0.57 0 0 10 1 3 1 3 4 3 3 3 4 0
1.00 0.41 0 0  8 3 4 2 2 2 3 3 2 2 1
0.89 0.48 0 0 11 2 4 1 2 2 1 2 2 2 1
0.47 0.75 0 0  9 2 3 2 2 3 2 3 1 2 0
0.84 1.51 0 1 10 2 3 2 2 2 2 1 2 2 0
1.05 0.82 0 0 10 2 5 1 2 3 2 4 4 2 1
1.47 0.95 1 0  9 3 4 3 2 2 1 2 2 1 0
0.84 0.90 0 0  9 3 4 3 3 4 3 5 4 3 1
0.74 0.51 1 0 10 2 3 1 2 1 2 2 2 2 1
0.42 1.23 1 0 11 3 4 2 3 3 3 4 2 2 0
0.05 0.33 0 0  7 2 3 3 1 2 1 1 1 1 0
0.53 0.70 0 1  9 4 3 3 2 3 2 4 4 3 0
0.47 1.33 0 1 11 4 5 3 2 3 2 2 3 2 0
0.68 0.57 0 1 10 2 4 2 3 3 2 2 2 2 0
0.74 0.25 1 0 10 2 3 3 2 2 1 1 2 2 0
0.11 0.10 0 1  8 2 2 2 1 2 1 2 1 1 0
0.63 0.59 1 0  8 3 4 1 2 2 1 1 1 1 0
1.68 0.91 0 0  8 3 4 2 2 2 1 1 2 1 0
0.53 0.14 0 0  8 2 3 1 2 1 2 1 2 2 0
0.00 0.00 0 1 11 1 4 2 1 1 1 1 1 1 0
0.74 0.86 0 0 11 2 3 3 2 1 4 2 4 3 0
0.37 0.39 0 0 10 2 3 2 1 2 1 1 1 1 1
0.11 0.07 0 0  7 1 3 3 2 2 1 2 1 1 0
0.58 0.37 0 1 11 1 3 2 2 3 2 2 3 2 0
1.47 1.13 1 0  9 4 3 2 2 4 2 2 4 2 0
0.68 1.39 1 0 11 3 4 2 2 3 3 4 3 2 1
0.32 0.25 1 0  7 2 3 1 1 1 1 1 2 1 0
0.79 0.94 1 0  7 1 4 2 2 2 2 2 2 2 0
0.42 0.92 0 0 10 2 5 2 2 3 2 4 3 3 0
0.32 0.25 0 0 11 1 2 1 1 2 1 1 1 2 0
0.42 0.14 0 0  9 2 3 1 2 1 1 1 2 1 0
1.05 0.71 0 1 11 3 4 2 2 2 2 4 3 3 0
1.16 1.26 1 0 10 3 3 2 2 4 2 2 3 2 0
0.74 1.12 0 0  8 2 4 4 2 3 2 3 2 3 1
0.26 0.30 0 0 11 2 3 1 2 3 1 2 2 1 0
0.58 0.44 0 0 11 1 2 4 2 2 1 1 1 2 0
0.37 0.84 0 0  8 1 2 1 2 2 1 2 1 1 0
0.21 0.14 0 0  9 2 4 2 2 2 2 3 2 2 0
0.63 0.56 1 0  8 1 3 1 2 1 1 1 1 1 0
0.79 0.47 1 0  8 3 3 1 2 2 2 3 2 1 0
0.63 1.27 0 0 11 2 4 2 3 3 2 4 3 4 0
0.95 0.61 1 0  8 3 4 4 1 2 2 1 3 2 0
0.79 0.39 0 0 10 2 3 1 2 1 1 2 1 2 0
0.21 0.35 0 0 10 2 3 2 2 2 2 2 2 2 0
0.00 0.07 0 0 10 1 2 1 1 2 1 1 1 1 0
0.53 0.50 0 1 10 1 2 2 1 2 1 2 1 1 0
0.26 0.61 0 0 11 1 3 1 1 1 1 1 1 1 1
1.68 1.86 1 0 11 1 3 3 2 3 2 2 1 1 0
0.58 0.28 0 0 11 2 3 2 2 2 2 2 1 2 0
0.47 0.40 0 0  7 3 3 3 3 3 3 4 2 3 0
1.37 1.98 1 0  8 2 3 4 3 1 3 3 4 3 0
0.89 0.70 0 0  9 3 4 3 2 5 2 3 4 2 0
1.95 1.79 0 0  9 3 3 4 3 3 3 3 3 3 0
0.95 0.76 0 0  9 2 4 2 2 3 2 3 4 2 0
0.68 0.61 0 0 11 2 3 2 2 3 2 3 2 2 0
1.21 0.56 0 0  7 1 3 2 2 2 2 2 2 2 0
0.68 0.52 1 0 11 3 4 1 1 2 1 3 1 1 0
1.05 0.49 1 0  8 2 3 2 1 3 1 1 3 2 0
0.42 0.38 0 0  9 3 3 3 2 2 2 3 1 1 0
0.47 0.69 0 0  9 2 3 2 2 2 2 2 2 3 0
0.00 0.04 0 0  9 1 3 2 2 1 1 1 1 1 0
0.53 0.61 0 0 10 2 1 4 2 2 2 2 3 4 0
0.37 0.18 0 0  7 4 4 3 2 4 2 2 3 1 0
1.05 1.24 0 0 10 3 3 2 2 4 3 4 4 2 0
1.74 1.19 1 0  8 2 4 1 2 2 1 2 1 1 0
0.26 0.35 0 0  8 2 3 2 2 2 2 1 1 1 0
1.16 2.52 0 0 10 3 3 2 1 2 1 3 1 2 0
0.53 0.04 0 0  9 3 3 2 2 4 2 2 2 1 0
0.11 0.30 0 0 10 2 3 2 2 1 2 2 2 2 0
0.58 1.06 0 0 11 2 3 2 2 3 2 3 3 2 0
0.26 0.19 1 0  8 3 4 1 2 2 2 3 2 2 0
0.16 1.03 0 0  8 2 3 2 2 1 2 3 4 2 0
0.84 0.29 0 0  8 2 3 1 2 1 1 2 1 1 1
0.21 0.28 0 0 11 2 3 2 1 1 1 4 1 1 1
1.00 0.30 0 0 10 1 5 1 2 2 1 3 3 2 1
0.32 0.99 1 0 11 3 4 2 3 4 3 5 4 4 0
0.74 0.26 0 0  8 1 3 2 2 2 2 3 3 2 0
0.37 0.98 0 0 11 2 4 2 1 4 1 3 2 2 0
0.53 0.43 0 0  9 3 4 2 2 3 2 2 1 1 1
1.00 0.92 0 1 11 2 4 2 2 2 1 2 3 3 0
0.58 0.85 1 0  7 1 3 2 1 1 1 1 1 1 0
0.84 1.31 0 0 10 2 4 4 1 2 1 1 2 1 0
0.26 0.60 0 0  8 3 2 2 1 1 1 2 1 2 0
0.63 0.68 0 0 10 2 4 1 2 2 1 3 2 2 0
0.42 0.45 0 0  8 3 3 2 2 2 2 2 3 1 0
0.79 0.39 0 1  7 2 3 2 2 2 2 1 3 2 0
0.74 0.71 1 0 10 2 4 2 1 2 2 2 1 1 0
1.11 1.12 0 0 10 2 3 2 2 2 2 3 3 2 0
0.47 0.52 0 0 11 1 2 3 2 2 2 2 2 2 0
0.74 0.02 0 0 11 3 4 3 2 3 2 2 2 1 0
1.42 1.08 1 0  9 2 3 2 2 3 2 4 3 2 0
1.21 1.75 0 0 10 2 3 2 2 3 2 2 1 2 0
0.05 0.06 0 0  8 1 3 1 1 2 1 1 1 1 0
0.68 0.27 0 0 10 3 4 2 1 3 1 2 3 2 1
0.79 0.34 1 0 11 3 2 1 1 2 2 2 1 2 1
0.00 0.04 1 0 11 1 3 2 1 2 1 1 1 1 0
0.11 0.20 0 0 10 1 3 3 1 1 1 3 2 1 0
0.58 0.33 0 0 10 3 5 3 2 4 2 5 4 2 1
0.79 0.74 0 0  8 2 2 3 1 4 2 3 2 1 0
0.89 0.44 0 0 11 2 3 4 2 2 2 3 3 2 0
1.05 1.05 0 1 10 4 4 2 3 5 3 4 4 4 1
0.32 0.63 0 0  8 3 2 1 2 3 2 1 4 3 0
0.84 1.60 0 0 11 2 5 2 3 3 3 4 4 3 1
0.58 0.42 0 0 11 3 3 1 1 2 1 2 2 2 0
0.26 0.12 1 0 11 2 4 1 1 2 1 2 2 2 1
0.84 0.96 0 1  8 2 4 4 2 3 3 3 2 4 0
0.63 0.16 0 0 10 2 3 1 2 3 2 1 1 1 0
0.84 0.98 0 0 11 3 3 2 1 2 2 4 2 2 0
0.26 0.22 0 0  9 1 3 2 2 2 3 3 4 3 0
0.32 0.25 0 0 10 1 3 2 2 2 1 1 2 2 0
0.00 0.07 0 0  7 1 3 1 1 1 1 1 1 1 0
0.89 1.21 0 0 10 4 4 2 2 4 2 3 2 2 1
0.47 0.61 0 0  8 2 3 2 2 2 1 2 2 1 0
0.84 0.57 0 0 10 3 4 2 1 3 1 2 1 1 0
0.68 0.11 0 1 11 1 2 2 2 2 2 2 2 1 0
0.47 0.25 0 0  8 1 5 2 2 3 2 2 4 2 1
0.84 0.82 1 0 11 2 2 2 2 1 2 1 1 2 0
0.63 0.95 0 1 10 4 3 2 2 3 2 2 3 2 0
0.63 0.37 1 0 11 3 3 2 2 3 2 1 2 2 0
0.68 0.93 0 0  9 2 3 3 2 3 2 3 3 2 0
0.53 0.26 0 0 10 2 4 1 1 2 1 2 1 2 1
0.42 0.60 0 0 11 1 5 2 1 2 2 3 3 3 1
